0,0.49504
0.1,0.38435
0.2,0.37503
0.3,0.47701
0.4,0.46783
0.5,0.40618
0.6,0.51564
0.7,0.45604
0.8,0.4612
0.9,0.46934
1,0.49397
1.1,0.53311
1.2,0.44441
1.3,0.3716
1.4,0.50942
1.5,0.41298
1.6,0.52217
1.7,0.43113
1.8,0.53579
1.9,0.42153
2,0.4068
2.1,0.51089
2.2,0.3955
2.3,0.49828
2.4,0.48674
2.5,0.45829
2.6,0.44897
2.7,0.56953
2.8,0.44851
2.9,0.45831
3,0.42147
3.1,0.42832
3.2,0.44039
3.3,0.55562
3.4,0.4512
3.5,0.43679
3.6,0.44944
3.7,0.50814
3.8,0.40719
3.9,0.50489
4,0.40752
4.1,0.46809
4.2,0.38384
4.3,0.50252
4.4,0.5109
4.5,0.44241
4.6,0.4932
4.7,0.48599
4.8,0.53632
4.9,0.4853
5,0.53136
5.1,0.47406
5.2,0.44798
5.3,0.47899
5.4,0.47142
5.5,0.52595
5.6,0.47955
5.7,0.44077
5.8,0.47556
5.9,0.5432
6,0.46348
6.1,0.45175
6.2,0.53433
6.3,0.49064
6.4,0.46788
6.5,0.44951
6.6,0.41288
6.7,0.49497
6.8,0.47186
6.9,0.50407
7,0.4157
7.1,0.55501
7.2,0.51367
7.3,0.41137
7.4,0.54293
7.5,0.46107
7.6,0.50593
7.7,0.50215
7.8,0.44762
7.9,0.34881
8,0.51899
8.1,0.47545
8.2,0.46298
8.3,0.51414
8.4,0.45903
8.5,0.52737
8.6,0.50166
8.7,0.44484
8.8,0.53653
8.9,0.5187
9,0.55785
9.1,0.45087
9.2,0.451
9.3,0.51168
9.4,0.52961
9.5,0.53789
9.6,0.49704
9.7,0.48514
9.8,0.52979
9.9,0.59558
10,0.54178
10.1,0.50197
10.2,0.4692
10.3,0.52309
10.4,0.47406
10.5,0.51035
10.6,0.53749
10.7,0.54494
10.8,0.52827
10.9,0.56789
11,0.59167
11.1,0.40434
11.2,0.4104
11.3,0.4533
11.4,0.39963
11.5,0.48175
11.6,0.48286
11.7,0.51227
11.8,0.51411
11.9,0.46555
12,0.45924
12.1,0.53961
12.2,0.48087
12.3,0.43142
12.4,0.50051
12.5,0.51021
12.6,0.47944
12.7,0.53316
12.8,0.51125
12.9,0.48929
13,0.4977
13.1,0.52277
13.2,0.47774
13.3,0.447
13.4,0.4919
13.5,0.50606
13.6,0.52499
13.7,0.49793
13.8,0.47647
13.9,0.52904
14,0.49344
14.1,0.53934
14.2,0.49437
14.3,0.49841
14.4,0.49399
14.5,0.45237
14.6,0.45192
14.7,0.45004
14.8,0.58717
14.9,0.48773
15,0.54457
15.1,0.51481
15.2,0.59011
15.3,0.54329
15.4,0.43537
15.5,0.48013
15.6,0.54084
15.7,0.51042
15.8,0.60902
15.9,0.49311
16,0.41765
16.1,0.51717
16.2,0.4491
16.3,0.49688
16.4,0.54802
16.5,0.50922
16.6,0.50849
16.7,0.48334
16.8,0.48556
16.9,0.4874
17,0.35227
17.1,0.51154
17.2,0.54104
17.3,0.42629
17.4,0.41472
17.5,0.5215
17.6,0.4147
17.7,0.40573
17.8,0.52876
17.9,0.45621
18,0.55077
18.1,0.42351
18.2,0.45699
18.3,0.49938
18.4,0.51434
18.5,0.50983
18.6,0.49559
18.7,0.47409
18.8,0.45617
18.9,0.50871
19,0.46489
19.1,0.50485
19.2,0.53769
19.3,0.37036
19.4,0.57258
19.5,0.45027
19.6,0.54721
19.7,0.55847
19.8,0.40695
19.9,0.48874
20,0.6527
20.1,0.46815
20.2,0.50268
20.3,0.49439
20.4,0.54071
20.5,0.53132
20.6,0.42894
20.7,0.4538
20.8,0.49234
20.9,0.47172
21,0.60084
21.1,0.49547
21.2,0.49485
21.3,0.43054
21.4,0.40648
21.5,0.511
21.6,0.46086
21.7,0.5026
21.8,0.42799
21.9,0.51379
22,0.37773
22.1,0.54615
22.2,0.50956
22.3,0.47215
22.4,0.40799
22.5,0.44557
22.6,0.47757
22.7,0.52464
22.8,0.41197
22.9,0.5278
23,0.60084
23.1,0.43706
23.2,0.48465
23.3,0.42774
23.4,0.37414
23.5,0.5329
23.6,0.49346
23.7,0.4326
23.8,0.46318
23.9,0.4454
24,0.38318
24.1,0.31153
24.2,0.45264
24.3,0.43127
24.4,0.42493
24.5,0.41084
24.6,0.36165
24.7,0.4258
24.8,0.45933
24.9,0.39754
25,0.47252
25.1,0.43573
25.2,0.44367
25.3,0.37666
25.4,0.40927
25.5,0.46737
25.6,0.40674
25.7,0.45369
25.8,0.54388
25.9,0.48412
26,0.4956
26.1,0.56113
26.2,0.50126
26.3,0.46176
26.4,0.53881
26.5,0.3954
26.6,0.40591
26.7,0.54031
26.8,0.4615
26.9,0.43607
27,0.46047
27.1,0.42375
27.2,0.42175
27.3,0.41641
27.4,0.40745
27.5,0.38736
27.6,0.43096
27.7,0.40462
27.8,0.50486
27.9,0.44396
28,0.48266
28.1,0.42402
28.2,0.42635
28.3,0.49277
28.4,0.50271
28.5,0.43036
28.6,0.51277
28.7,0.45137
28.8,0.44545
28.9,0.53606
29,0.5027
